chunk_id,arm,config_hash,dataset_config_key,dataset_downloader_key,dataset_size_tier,featurizer,featurizer_args_json,featurizer_args_repr,model,model_args_json,model_args_repr,cross_validation,compute_class,queue,est_fitpred_s_per_fold,fitpred_cost_source
corrm_eb463caaaf1021f5,corrective,6b3fc01da7f71170,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":2,""pooling_operation"":""avg""}","{'hidden_dim': 64, 'num_layers': 2, 'pooling_operation': 'avg'}",nucleobase,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,44cef7e9833d5b36,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":2,""pooling_operation"":""sum""}","{'hidden_dim': 64, 'num_layers': 2, 'pooling_operation': 'sum'}",nucleobase,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,4076c879aa02e5ef,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":1,""pooling_operation"":""max""}","{'hidden_dim': 32, 'num_layers': 1, 'pooling_operation': 'max'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,b17c04bc49f9cd02,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":1,""pooling_operation"":""avg""}","{'hidden_dim': 32, 'num_layers': 1, 'pooling_operation': 'avg'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,d53eacf099ed7a38,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":1,""pooling_operation"":""sum""}","{'hidden_dim': 32, 'num_layers': 1, 'pooling_operation': 'sum'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,92cf45d6a26d3660,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":2,""pooling_operation"":""max""}","{'hidden_dim': 32, 'num_layers': 2, 'pooling_operation': 'max'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,2e7819b251a171b1,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":2,""pooling_operation"":""avg""}","{'hidden_dim': 32, 'num_layers': 2, 'pooling_operation': 'avg'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,f719fe185e090270,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":32,""num_layers"":2,""pooling_operation"":""sum""}","{'hidden_dim': 32, 'num_layers': 2, 'pooling_operation': 'sum'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,2ba7bbadd7992a0b,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":1,""pooling_operation"":""max""}","{'hidden_dim': 64, 'num_layers': 1, 'pooling_operation': 'max'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,d0c364b98f222a17,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":1,""pooling_operation"":""avg""}","{'hidden_dim': 64, 'num_layers': 1, 'pooling_operation': 'avg'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,41c4e42d71f636cb,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":1,""pooling_operation"":""sum""}","{'hidden_dim': 64, 'num_layers': 1, 'pooling_operation': 'sum'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,001ace42a4459fcf,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":2,""pooling_operation"":""max""}","{'hidden_dim': 64, 'num_layers': 2, 'pooling_operation': 'max'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,65458444048336b6,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":2,""pooling_operation"":""avg""}","{'hidden_dim': 64, 'num_layers': 2, 'pooling_operation': 'avg'}",random,gpu,gpu,23.569,measured
corrm_eb463caaaf1021f5,corrective,bc51cef6d0732aa3,acute_neurotox_moe_cleaned,Neurotox MOE,M,HELMGraph,{},{},GNN,"{""hidden_dim"":64,""num_layers"":2,""pooling_operation"":""sum""}","{'hidden_dim': 64, 'num_layers': 2, 'pooling_operation': 'sum'}",random,gpu,gpu,23.569,measured
corrm_72b6946baa49d949,corrective,7d99dfa01e9c7ae0,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":1000}","{'max_depth': 20, 'n_estimators': 1000}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,f3c5075fb7c4883f,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":100}","{'max_depth': 10, 'n_estimators': 100}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,fa30a19605397bb8,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":100}","{'max_depth': 20, 'n_estimators': 100}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,0a62de0b1f2a6c3c,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":100}","{'max_depth': 30, 'n_estimators': 100}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,f73a7f95569df8cb,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":500}","{'max_depth': 10, 'n_estimators': 500}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,35c5b5d4567dec45,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":500}","{'max_depth': 20, 'n_estimators': 500}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,2bfea1aecb557062,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":500}","{'max_depth': 30, 'n_estimators': 500}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,ddbc2e44c8041fd7,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":1000}","{'max_depth': 10, 'n_estimators': 1000}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,3b13d18fe30977a0,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":1000}","{'max_depth': 30, 'n_estimators': 1000}",nucleobase,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,c106181b152ef4e8,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":500}","{'max_depth': 30, 'n_estimators': 500}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,1af4a721f05083e0,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":100}","{'max_depth': 30, 'n_estimators': 100}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,a0aecd542844999d,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":100}","{'max_depth': 20, 'n_estimators': 100}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,9d0707ced710fb41,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":100}","{'max_depth': 10, 'n_estimators': 100}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,fd3fb4fe9398c377,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":1000}","{'max_depth': 30, 'n_estimators': 1000}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,3c8ef9eb3f8b1b52,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":1000}","{'max_depth': 10, 'n_estimators': 1000}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,4a11087af912d513,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":1000}","{'max_depth': 20, 'n_estimators': 1000}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,f93d94dd571b6c1a,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":500}","{'max_depth': 20, 'n_estimators': 500}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,bdb79ee465667624,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":500}","{'max_depth': 10, 'n_estimators': 500}",nucleobase,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,8cccf2187a04bbd8,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":5}",{'n_neighbors': 5},nucleobase,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,226580d22d833f35,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":15}",{'n_neighbors': 15},nucleobase,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,e731ed0ef54534e8,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":10}",{'n_neighbors': 10},nucleobase,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,52455598d48eca6c,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",LinearModel,"{""type"":""ridge""}",{'type': 'ridge'},nucleobase,cpu,cpu,0.016,measured
corrm_72b6946baa49d949,corrective,e6f8c1a07eb1bb47,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",LinearModel,"{""type"":""standard""}",{'type': 'standard'},nucleobase,cpu,cpu,0.016,measured
corrm_eb463caaaf1021f5,corrective,bd66c2f7a6163181,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0,""hidden_dims"":[64]}","{'dropout': 0, 'hidden_dims': [64]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,a7ab26063a891e4b,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0.25,""hidden_dims"":[64]}","{'dropout': 0.25, 'hidden_dims': [64]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,790c8943da649ffe,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0,""hidden_dims"":[64,64]}","{'dropout': 0, 'hidden_dims': [64, 64]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,168fa3de2ecbe958,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0.25,""hidden_dims"":[64,64]}","{'dropout': 0.25, 'hidden_dims': [64, 64]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,de490128d3f1e463,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0,""hidden_dims"":[128]}","{'dropout': 0, 'hidden_dims': [128]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,6a5cfe7e0d6a4335,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0.25,""hidden_dims"":[128]}","{'dropout': 0.25, 'hidden_dims': [128]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,e25d8646e113b3eb,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0,""hidden_dims"":[128,128]}","{'dropout': 0, 'hidden_dims': [128, 128]}",nucleobase,gpu,gpu,3.812,measured
corrm_eb463caaaf1021f5,corrective,eeb18e14eb2abcfb,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",MLP,"{""dropout"":0.25,""hidden_dims"":[128,128]}","{'dropout': 0.25, 'hidden_dims': [128, 128]}",nucleobase,gpu,gpu,3.812,measured
corrm_72b6946baa49d949,corrective,faff24d8fdb7150d,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":1000}","{'max_depth': 20, 'n_estimators': 1000}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,0d6528e445e63218,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":100}","{'max_depth': 10, 'n_estimators': 100}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,734f7ee4c2c31e6e,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":100}","{'max_depth': 20, 'n_estimators': 100}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,6f676d37d28e07ae,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":100}","{'max_depth': 30, 'n_estimators': 100}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,a88c9c367b43d734,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":500}","{'max_depth': 10, 'n_estimators': 500}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,7378537a1c515ace,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":20,""n_estimators"":500}","{'max_depth': 20, 'n_estimators': 500}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,a35ad9f0c0d70236,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":500}","{'max_depth': 30, 'n_estimators': 500}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,d057f8c86c70ede9,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":10,""n_estimators"":1000}","{'max_depth': 10, 'n_estimators': 1000}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,9648eeb6ae12f21e,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",RandomForestModel,"{""max_depth"":30,""n_estimators"":1000}","{'max_depth': 30, 'n_estimators': 1000}",random,cpu,cpu,5.37,measured
corrm_72b6946baa49d949,corrective,1109021fd47a1ba2,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":500}","{'max_depth': 30, 'n_estimators': 500}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,8a933aeb07a2e4cf,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":100}","{'max_depth': 30, 'n_estimators': 100}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,b68b040f7a4c5d12,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":100}","{'max_depth': 20, 'n_estimators': 100}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,6708eb1b54b7bd60,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":100}","{'max_depth': 10, 'n_estimators': 100}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,3eb3897ce3682444,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":30,""n_estimators"":1000}","{'max_depth': 30, 'n_estimators': 1000}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,a12f277dc040bd0e,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":1000}","{'max_depth': 10, 'n_estimators': 1000}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,a605866295a9bb34,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":1000}","{'max_depth': 20, 'n_estimators': 1000}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,ed245ff778657514,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":20,""n_estimators"":500}","{'max_depth': 20, 'n_estimators': 500}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,766d4affb1055f3d,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",XGBoostModel,"{""max_depth"":10,""n_estimators"":500}","{'max_depth': 10, 'n_estimators': 500}",random,cpu,cpu,0.43,measured
corrm_72b6946baa49d949,corrective,58daa30c4086f89d,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":5}",{'n_neighbors': 5},random,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,bd1ca14138742705,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":15}",{'n_neighbors': 15},random,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,4fab7804ce19f77c,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",NearestNeighborsModel,"{""n_neighbors"":10}",{'n_neighbors': 10},random,cpu,cpu,0.082,measured
corrm_72b6946baa49d949,corrective,7e753e16fae2b86c,acute_neurotox_moe_cleaned,Neurotox MOE,M,KMersCounts,"{""k"":[1,2,3],""modification_abundance"":false}","{'k': [1, 2, 3], 'modification_abundance': False}",LinearModel,"{""type"":""ridge""}",{'type': 'ridge'},random,cpu,cpu,0.016,measured
